pmhc_id,tcr_id
7rk7,6vmx
7rk7,7n2q
7rk7,8gvg
7rk7,8rj5
7rm4,1fo0
7rm4,1mi5
7rm4,3o4l
7rm4,3pwp
7rm4,4mvb
7rm4,5c0c
7rm4,6r2l
7rm4,6uon
7rm4,7nmg
7rm4,8gvb
7rtr,2uwe
7rtr,3kxf
7rtr,3o4l
7rtr,3qdj
7rtr,3qeq
7rtr,4mji
7rtr,5nme
7rtr,6bj2
7rtr,6g9q
7rtr,9gv6
7sg0,1u3h
7sg0,3t0e
7sg0,4p2o
7sg0,6cql
7sg0,6mkr
7sg0,6mnn
7sg0,6v1a
7sg0,6xco
7sg0,8vd0
7sg0,8vq8
7sg1,1j8h
7sg1,2z31
7sg1,3c60
7sg1,3o6f
7sg1,4h1l
7sg1,4p23
7sg1,4y19
7sg1,6cql
7sg1,7t2d
7sg1,9nig
7sg2,4e41
7sg2,4ozg
7sg2,6bga
7sg2,6cqn
7sg2,6dfx
7sg2,6mnn
7sg2,6u3n
7sg2,6v1a
7sg2,7sg0
7sg2,8pjg
7t2b,1fyt
7t2b,4ozg
7t2b,4p46
7t2b,4y1a
7t2b,5ks9
7t2b,6dfw
7t2b,6u3o
7t2b,7rdv
7t2b,7sg1
7t2b,7z50
7t2c,3rdt
7t2c,4e41
7t2c,4ozf
7t2c,4p23
7t2c,4p2q
7t2c,5ks9
7t2c,6mnn
7t2c,6mno
7t2c,7t2d
7t2c,9aud
7t2d,1j8h
7t2d,4p46
7t2d,4z7u
7t2d,6bga
7t2d,6mnn
7t2d,6mno
7t2d,7t2b
7t2d,8pjg
7t2d,8vcx
7t2d,8vd2
7z50,1j8h
7z50,3c6l
7z50,4e41
7z50,4grl
7z50,4ozi
7z50,6cqn
7z50,6mnm
7z50,6v0y
7z50,7sg1
7z50,8vd2
8cx4,1lp9
8cx4,2bnr
8cx4,3vxm
8cx4,5c07
8cx4,6vm7
8cx4,7n2n
8cx4,7phr
8cx4,8es8
8cx4,8rlv
8cx4,8wul
8d5q,2vlr
8d5q,3e3q
8d5q,3hg1
8d5q,3utt
8d5q,5c0a
8d5q,5c0c
8d5q,5yxu
8d5q,7pb2
8d5q,8wul
8d5q,9nmu
8dnt,1bd2
8dnt,1qrn
8dnt,5c07
8dnt,6dkp
8dnt,6vrm
8dnt,7q9b
8dnt,7rtr
8dnt,8gon
8dnt,8ryp
8dnt,9k2r
8en8,2esv
8en8,2vlj
8en8,3hg1
8en8,5jhd
8en8,6amu
8en8,6avf
8en8,6zkw
8en8,7n4k
8en8,7n5c
8en8,7phr
8enh,1ao7
8enh,4jfd
8enh,6bj2
8enh,6g9q
8enh,7nme
8enh,7nmg
8enh,7ow5
8enh,8cx4
8enh,8dnt
8enh,8v50
8eo8,2esv
8eo8,4mvb
8eo8,6l9l
8eo8,6zkw
8eo8,7n2o
8eo8,7q9b
8eo8,7rk7
8eo8,8enh
8eo8,8es8
8eo8,8rro
8es8,1qse
8es8,2vlk
8es8,4jfe
8es8,4pri
8es8,5isz
8es8,5jhd
8es8,6q3s
8es8,6vm7
8es8,6vmx
8es8,7n2r
8es9,1kj2
8es9,2bnr
8es9,2ypl
8es9,3mv9
8es9,4n5e
8es9,4nhu
8es9,5ivx
8es9,8en8
8es9,8yj2
8es9,9nmv
8f5a,2esv
8f5a,4jrx
8f5a,4nhu
8f5a,6bj3
8f5a,6r2l
8f5a,7nmf
8f5a,8cx4
8f5a,8eo8
8f5a,8ryq
8f5a,9ru5
8gom,2bnr
8gom,3pwp
8gom,3qfj
8gom,4jff
8gom,5wkf
8gom,6amu
8gom,6g9q
8gom,6mtm
8gom,7ndt
8gom,8ryn
8gon,2pye
8gon,2vlr
8gon,5c0b
8gon,5euo
8gon,6d78
8gon,6q3s
8gon,6vm7
8gon,7n2s
8gon,8gvi
8gon,8rj5
8gvb,1g6r
8gvb,2f53
8gvb,2f54
8gvb,2p5w
8gvb,2vlr
8gvb,3kps
8gvb,6d78
8gvb,6q3s
8gvb,7n2n
8gvb,7rk7
8gvg,1ao7
8gvg,1oga
8gvg,2bnr
8gvg,2gj6
8gvg,3ffc
8gvg,3vxr
8gvg,3vxu
8gvg,4jfe
8gvg,4ms8
8gvg,8rro
8gvi,2vlk
8gvi,3e2h
8gvi,3ffc
8gvi,3nfj
8gvi,3o4l
8gvi,3qeq
8gvi,3qfj
8gvi,5c09
8gvi,8d5q
8gvi,8v51
8i5c,3o4l
8i5c,3uts
8i5c,3vxs
8i5c,4ms8
8i5c,7n2p
8i5c,7r80
8i5c,8f5a
8i5c,8ryn
8i5c,9gv6
8i5c,9j4u
8i5d,2ckb
8i5d,3ffc
8i5d,3mv7
8i5d,5nmg
8i5d,6tro
8i5d,7n2p
8i5d,7n2s
8i5d,7ndt
8i5d,9iky
8i5d,9pbg
8pjg,3c5z
8pjg,3qiw
8pjg,4ozh
8pjg,4p46
8pjg,4y19
8pjg,5ksb
8pjg,6cqr
8pjg,6xc9
8pjg,7sg1
8pjg,8vd0
8qfy,1ao7
8qfy,1jtr
8qfy,1oga
8qfy,3vxs
8qfy,4eup
8qfy,5d2l
8qfy,5tez
8qfy,6zkz
8qfy,7n2q
8qfy,9hlj
8rj5,2f53
8rj5,3qfj
8rj5,3tjh
8rj5,3vxu
8rj5,4mxq
8rj5,4qok
8rj5,5tje
8rj5,5yxn
8rj5,8v4z
8rj5,8wte
8rlt,3mv7
8rlt,4euq
8rlt,4qrr
8rlt,5c08
8rlt,5nqk
8rlt,6tmo
8rlt,6tro
8rlt,6zky
8rlt,8yiv
8rlt,9gv6
8rlu,2bnr
8rlu,3o4l
8rlu,3qfj
8rlu,5nht
8rlu,5xov
8rlu,6vm7
8rlu,6zkz
8rlu,7dzm
8rlu,7na5
8rlu,7nmg
8rlv,2ckb
8rlv,2j8u
8rlv,4jrx
8rlv,5jhd
8rlv,5w1v
8rlv,5wkh
8rlv,5wlg
8rlv,7ndu
8rlv,7qpj
8rlv,9rxm
8rro,1g6r
8rro,3e3q
8rro,4nhu
8rro,5isz
8rro,5sws
8rro,5wkf
8rro,6vma
8rro,7n2o
8rro,7q9a
8rro,9nmx
8rym,1fo0
8rym,2f54
8rym,3d3v
8rym,3qeq
8rym,4mvb
8rym,5c08
8rym,5til
8rym,6avg
8rym,7pbc
8rym,8yj2
8ryn,2bnq
8ryn,2bnr
8ryn,4jrx
8ryn,4mxq
8ryn,4qrr
8ryn,5c07
8ryn,5jzi
8ryn,6uon
8ryn,7pb2
8ryn,8gvg
8ryo,1mwa
8ryo,3qfj
8ryo,4qok
8ryo,5isz
8ryo,6vma
8ryo,6zkw
8ryo,7n1e
8ryo,7q9b
8ryo,8gon
8ryo,8ryq
8ryp,1mi5
8ryp,4jfd
8ryp,4jry
8ryp,4qrp
8ryp,7n5c
8ryp,7n6e
8ryp,7ndt
8ryp,7phr
8ryp,7rtr
8ryp,8yiv
8ryq,1bd2
8ryq,2vlj
8ryq,3mv9
8ryq,4jfd
8ryq,4jrx
8ryq,4prp
8ryq,5e6i
8ryq,5sws
8ryq,6g9q
8ryq,8es9
8shi,4n5e
8shi,5nqk
8shi,5tez
8shi,6tmo
8shi,7nmf
8shi,7qpj
8shi,7rk7
8shi,8wul
8shi,9nmw
8shi,9wbd
8trl,1j8h
8trl,3o6f
8trl,4p23
8trl,4p46
8trl,4y1a
8trl,6cql
8trl,6mnn
8trl,6u3o
8trl,7sg1
8trl,9nig
8trq,4grl
8trq,4p2q
8trq,6dfs
8trq,6dfx
8trq,6r0e
8trq,6u3n
8trq,6u3o
8trq,7z50
8trq,8pjg
8trq,9nig
8trr,1j8h
8trr,1u3h
8trr,1ymm
8trr,2z31
8trr,4p2r
8trr,6dfw
8trr,6r0e
8trr,6v1a
8trr,8vcx
8trr,9aud
8v4z,1qse
8v4z,4prp
8v4z,6zky
8v4z,7dzm
8v4z,7ndq
8v4z,8es9
8v4z,8rro
8v4z,8ryn
8v4z,9nmx
8v4z,9rup
8v50,2vlr
8v50,3mv8
8v50,3tpu
8v50,4mji
8v50,5d2l
8v50,5euo
8v50,6p64
8v50,8cx4
8v50,8gvg
8v50,8yj2
8v51,2gj6
8v51,4jfe
8v51,5hho
8v51,5sws
8v51,6rpa
8v51,6vqo
8v51,8eo8
8v51,8wte
8v51,8wul
8v51,9nmx
8vcx,3c60
8vcx,3pl6
8vcx,4p2o
8vcx,4y19
8vcx,5ksb
8vcx,6cqq
8vcx,6u3o
8vcx,6v15
8vcx,7sg0
8vcx,8pjg
8vcy,1u3h
8vcy,1zgl
8vcy,2pxy
8vcy,3qib
8vcy,3qiu
8vcy,4gg6
8vcy,4z7w
8vcy,6mno
8vcy,6py2
8vcy,6u3n
8vd0,2iam
8vd0,2wbj
8vd0,2z31
8vd0,3qib
8vd0,4p2o
8vd0,6mnn
8vd0,6v13
8vd0,6xc9
8vd0,6xco
8vd0,7t2c
8vd2,1zgl
8vd2,3c60
8vd2,3c6l
8vd2,3pl6
8vd2,4p5t
8vd2,4z7v
8vd2,5ksa
8vd2,6bga
8vd2,6mnn
8vd2,7t2b
8vq8,1d9k
8vq8,3mbe
8vq8,4e41
8vq8,4y19
8vq8,5ksb
8vq8,6cqr
8vq8,6mno
8vq8,6xcp
8vq8,8trl
8vq8,8trr
8wte,3kps
8wte,4euq
8wte,5e6i
8wte,5wkf
8wte,7n2r
8wte,7pb2
8wte,7q9a
8wte,8d5q
8wte,8v4z
8wte,8ye4
8wul,3d39
8wul,3vxs
8wul,4zez
8wul,5c0b
8wul,5wkh
8wul,6tmo
8wul,7jwj
8wul,7rk7
8wul,7rtr
8wul,8rlt
8ye4,3tpu
8ye4,4l3e
8ye4,5euo
8ye4,5nme
8ye4,6bj8
8ye4,6vqo
8ye4,6vrm
8ye4,8gon
8ye4,8qfy
8ye4,8yj2
8yiv,3hg1
8yiv,3mv8
8yiv,4jfe
8yiv,4l3e
8yiv,4n0c
8yiv,5xot
8yiv,6rpa
8yiv,6rpb
8yiv,8es9
8yiv,9rxm
8yj2,1ao7
8yj2,3qdm
8yj2,3qfj
8yj2,4qrp
8yj2,6q3s
8yj2,6tmo
8yj2,6ulr
8yj2,6vm8
8yj2,7dzm
8yj2,7n2s
9aud,3rdt
9aud,3t0e
9aud,4e41
9aud,4ozh
9aud,4p5t
9aud,6mno
9aud,6v1a
9aud,7t2d
9aud,8pjg
9aud,8trl
9d95,2oi9
9d95,3e3q
9d95,3kpr
9d95,3pwp
9d95,5til
9d95,7n2s
9d95,7ndt
9d95,8rj5
9d95,8v4z
9d95,9nmx
9gv6,2p5w
9gv6,3ffc
9gv6,3mv7
9gv6,3nfj
9gv6,3qdm
9gv6,3sjv
9gv6,3w0w
9gv6,4g9f
9gv6,6amu
9gv6,7ow6
9gv7,4mxq
9gv7,4n0c
9gv7,5eu6
9gv7,5tje
9gv7,5wkf
9gv7,6g9q
9gv7,6vmc
9gv7,7ow6
9gv7,8gvb
9gv7,9pbh
9hlj,3h9s
9hlj,3kps
9hlj,4jry
9hlj,4n5e
9hlj,5d2n
9hlj,6vm7
9hlj,7dzn
9hlj,8gvi
9hlj,9nds
9hlj,9nmv
9iky,2p5e
9iky,3vxu
9iky,4n0c
9iky,5hyj
9iky,5jhd
9iky,6g9q
9iky,6zkx
9iky,7rk7
9iky,8i5c
9iky,8yj2
9j4t,2vlk
9j4t,3mv9
9j4t,3sjv
9j4t,3tjh
9j4t,3vxm
9j4t,5hyj
9j4t,6tro
9j4t,7jwi
9j4t,8dnt
9j4t,8eo8
9j4u,1nam
9j4u,5c08
9j4u,5m01
9j4u,5wlg
9j4u,6dkp
9j4u,6rpa
9j4u,6vrm
9j4u,8ryq
9j4u,8yiv
9j4u,9gv7
9k2i,2jcc
9k2i,3qdj
9k2i,4n0c
9k2i,4prh
9k2i,5bs0
9k2i,5xot
9k2i,6r2l
9k2i,8eo8
9k2i,8gvi
9k2i,9d95
9k2r,4euq
9k2r,5isz
9k2r,6rpb
9k2r,6vm7
9k2r,6vmc
9k2r,7n2r
9k2r,7q9b
9k2r,8ye4
9k2r,9pbg
9k2r,9pbh
9nds,1ao7
9nds,1nam
9nds,1qsf
9nds,2p5e
9nds,3h9s
9nds,3qdj
9nds,3vxs
9nds,3vxu
9nds,8ryq
9nds,9nmv
9nig,2iam
9nig,2pxy
9nig,4c56
9nig,4gg6
9nig,4ozg
9nig,4y19
9nig,4z7u
9nig,5ksb
9nig,8trq
9nig,8trr
9nmu,1g6r
9nmu,2f53
9nmu,5d2l
9nmu,5hho
9nmu,7n2n
9nmu,7n5p
9nmu,7ndt
9nmu,7q9b
9nmu,8f5a
9nmu,9pbh
9nmv,1kj2
9nmv,2vlj
9nmv,3uts
9nmv,4jfd
9nmv,5c08
9nmv,6am5
9nmv,6d78
9nmv,6rpb
9nmv,7q99
9nmv,8gvb
9nmw,5wkf
9nmw,6l9l
9nmw,6uon
9nmw,6vrm
9nmw,7phr
9nmw,8es9
9nmw,8wte
9nmw,9k2r
9nmw,9nmx
9nmw,9rup
9nmx,1mi5
9nmx,5e6i
9nmx,6am5
9nmx,6eqa
9nmx,6vm8
9nmx,6vma
9nmx,7ow5
9nmx,7ow6
9nmx,7rtr
9nmx,8rlu
9nmy,3e2h
9nmy,3uts
9nmy,4mvb
9nmy,4nhu
9nmy,4qrr
9nmy,4zez
9nmy,5wlg
9nmy,8ryo
9nmy,9gv6
9nmy,9hlj
9pbg,2ol3
9pbg,3qfj
9pbg,3tf7
9pbg,4l3e
9pbg,4prp
9pbg,5nmg
9pbg,8dnt
9pbg,8ryq
9pbg,8v4z
9pbg,9k2r
9pbh,2esv
9pbh,3kps
9pbh,3mv7
9pbh,3mv8
9pbh,3nfj
9pbh,3vxs
9pbh,4ftv
9pbh,5d2l
9pbh,7dzn
9pbh,7n1f
9ru5,3mv7
9ru5,3tjh
9ru5,5c0a
9ru5,5hho
9ru5,6avg
9ru5,6vma
9ru5,7n2r
9ru5,8es9
9ru5,8v51
9ru5,9nmv
9rup,3mv7
9rup,3uts
9rup,3vxu
9rup,4ms8
9rup,4nhu
9rup,4qrp
9rup,5wkf
9rup,5yxn
9rup,6uk4
9rup,7q9b
9rxm,1kj2
9rxm,2uwe
9rxm,3kps
9rxm,3nfj
9rxm,4qrp
9rxm,6vmc
9rxm,6vrm
9rxm,7nme
9rxm,8dnt
9rxm,8f5a
9wbd,2vlk
9wbd,3tfk
9wbd,5nme
9wbd,5nmg
9wbd,6eqa
9wbd,6uon
9wbd,6vm7
9wbd,7rm4
9wbd,8ryq
9wbd,8wul
